Cases,cod_munici,year,epiweek,cons_epiweek,municipality,total_population,Temperature,Rainfall,EVI
91,5895,2010,31,188,ZARAGOZA,28845,24.57451685,59.98497428,4182.21772
63,5895,2010,32,189,ZARAGOZA,28845,24.79489522,49.12805157,4938.714618
40,5895,2010,33,190,ZARAGOZA,28845,23.77833432,63.3593068,NA
95,5895,2010,34,191,ZARAGOZA,28845,23.99812526,81.32327624,4861.985359
90,5895,2010,35,192,ZARAGOZA,28845,23.72887946,66.40433484,4094.066694
78,5895,2010,36,193,ZARAGOZA,28845,23.45509994,160.9649133,5600.508367
42,5895,2010,37,194,ZARAGOZA,28845,24.08280898,99.43234755,4030.339783
92,5895,2010,38,195,ZARAGOZA,28845,23.42580581,29.9495758,3857.581636
86,5895,2010,39,196,ZARAGOZA,28845,23.60790653,69.87361796,3514.612739
47,5895,2010,40,197,ZARAGOZA,28845,24.02269731,86.59088628,NA
73,5895,2010,41,198,ZARAGOZA,28845,24.8652053,47.35743983,4142.528377
111,5895,2010,42,199,ZARAGOZA,28845,23.39619809,49.8694832,2911.872165
53,5895,2010,43,200,ZARAGOZA,28845,23.58454593,27.2732015,4277.25129
121,5895,2010,44,201,ZARAGOZA,28845,24.14856115,74.81634149,1725.948167
76,5895,2010,45,202,ZARAGOZA,28845,23.31908538,53.13862917,1084.468303
94,5895,2010,46,203,ZARAGOZA,28845,22.78776383,50.79934664,2911.479413
56,5895,2010,47,204,ZARAGOZA,28845,23.69790789,37.57160987,3024.651051
70,5895,2010,48,205,ZARAGOZA,28845,23.07242756,79.54843437,2590.389305
45,5895,2010,49,206,ZARAGOZA,28845,23.5845196,32.39700466,NA
43,5895,2010,50,207,ZARAGOZA,28845,23.13532118,22.67067858,5291.139845
62,5895,2010,51,208,ZARAGOZA,28845,23.30071803,23.07557808,4079.962543
77,5895,2010,52,209,ZARAGOZA,28845,24.1864624,26.58396609,5814.79271
54,5895,2011,1,210,ZARAGOZA,29228,23.50199881,23.81036279,4458.822163
60,5895,2011,2,211,ZARAGOZA,29228,24.22778199,13.00617516,5851.594935
62,5895,2011,3,212,ZARAGOZA,29228,24.49040613,14.27980977,4207.233919
45,5895,2011,4,213,ZARAGOZA,29228,24.37592897,16.18806039,NA
78,5895,2011,5,214,ZARAGOZA,29228,24.77507428,8.471511376,5149.721683
58,5895,2011,6,215,ZARAGOZA,29228,24.02395425,16.11367426,3841.125155
64,5895,2011,7,216,ZARAGOZA,29228,24.22038427,58.91761184,4694.822275
87,5895,2011,8,217,ZARAGOZA,29228,23.82576877,20.42440601,1690.457393
91,5895,2011,9,218,ZARAGOZA,29228,23.8339265,61.02081057,4742.108265
53,5895,2011,10,219,ZARAGOZA,29228,23.72424889,78.94030892,4255.650466
35,5895,2011,11,220,ZARAGOZA,29228,24.18282165,13.77120537,4677.918281
34,5895,2011,12,221,ZARAGOZA,29228,23.68484655,79.81285281,3320.25667
73,5895,2011,13,222,ZARAGOZA,29228,25.0989613,37.55868884,NA
69,5895,2011,14,223,ZARAGOZA,29228,24.28365256,126.883878,2783.487172
59,5895,2011,15,224,ZARAGOZA,29228,23.75256706,85.16803946,4094.851012
55,5895,2011,16,225,ZARAGOZA,29228,23.48056612,27.82094979,4550.746829
70,5895,2011,17,226,ZARAGOZA,29228,24.25606341,28.64653038,3647.180751
111,5895,2011,18,227,ZARAGOZA,29228,24.98867398,75.56114513,3405.320644
111,5895,2011,19,228,ZARAGOZA,29228,24.9499254,88.72158944,4614.25525
96,5895,2011,20,229,ZARAGOZA,29228,23.67672218,158.6567692,NA
64,5895,2011,21,230,ZARAGOZA,29228,23.30183387,64.23119103,3728.986685
77,5895,2011,22,231,ZARAGOZA,29228,24.4876307,62.6824339,4044.593715
80,5895,2011,23,232,ZARAGOZA,29228,24.79174191,36.31066922,2635.291645
66,5895,2011,24,233,ZARAGOZA,29228,25.14369257,32.2019203,4020.899174
64,5895,2011,25,234,ZARAGOZA,29228,24.14518947,52.14047288,5394.949191
77,5895,2011,26,235,ZARAGOZA,29228,24.21313849,65.6245026,4383.316627
70,5895,2011,27,236,ZARAGOZA,29228,24.83946796,19.19327852,4393.667554
77,5895,2011,28,237,ZARAGOZA,29228,24.0401476,74.83201897,1741.229656
66,5895,2011,29,238,ZARAGOZA,29228,24.88551521,31.69501179,NA
68,5895,2011,30,239,ZARAGOZA,29228,24.6846434,34.55069649,5235.018971
54,5895,2011,31,240,ZARAGOZA,29228,24.26453623,40.75513682,4078.39734
77,5895,2011,32,241,ZARAGOZA,29228,25.21792291,34.032825,1211.654804
61,5895,2011,33,242,ZARAGOZA,29228,23.60945311,111.4981704,3122.780458
43,5895,2011,34,243,ZARAGOZA,29228,23.96977811,33.23763266,4880.075184
51,5895,2011,35,244,ZARAGOZA,29228,24.64144493,54.52163873,2260.542739
52,5895,2011,36,245,ZARAGOZA,29228,24.16623804,56.54227941,NA
53,5895,2011,37,246,ZARAGOZA,29228,24.12400502,69.22346925,4485.471819
61,5895,2011,38,247,ZARAGOZA,29228,24.03748722,25.93433087,3823.064683
69,5895,2011,39,248,ZARAGOZA,29228,24.49602248,155.5686694,3545.525389
68,5895,2011,40,249,ZARAGOZA,29228,23.95871804,74.96385435,4057.185009
67,5895,2011,41,250,ZARAGOZA,29228,23.58554654,86.22648248,5890.907935
52,5895,2011,42,251,ZARAGOZA,29228,23.00543613,21.00922571,4513.893057
63,5895,2011,43,252,ZARAGOZA,29228,23.55732039,88.67082214,2323.520189
44,5895,2011,44,253,ZARAGOZA,29228,23.87649485,20.53615012,4216.781148
47,5895,2011,45,254,ZARAGOZA,29228,23.93637229,67.48263903,NA
46,5895,2011,46,255,ZARAGOZA,29228,22.9077676,85.27572185,2565.66145
40,5895,2011,47,256,ZARAGOZA,29228,23.41693339,30.50233069,2485.570672
38,5895,2011,48,257,ZARAGOZA,29228,23.62711139,111.1995704,5322.206227
47,5895,2011,49,258,ZARAGOZA,29228,23.90611718,60.59455704,1933.935725
31,5895,2011,50,259,ZARAGOZA,29228,23.63927134,35.55861506,2496.63717
31,5895,2011,51,260,ZARAGOZA,29228,24.19734801,16.42394671,4337.248295
33,5895,2011,52,261,ZARAGOZA,29228,24.58816282,12.15427108,NA
41,5895,2012,1,262,ZARAGOZA,29614,24.18640165,18.23092247,3685.106468
33,5895,2012,2,263,ZARAGOZA,29614,24.54390917,11.16450594,4021.591535
43,5895,2012,3,264,ZARAGOZA,29614,24.03099888,16.50682863,4306.030791
39,5895,2012,4,265,ZARAGOZA,29614,23.94848391,10.74087355,4135.396655
47,5895,2012,5,266,ZARAGOZA,29614,24.20048663,10.23061759,2534.774927
49,5895,2012,6,267,ZARAGOZA,29614,24.54065928,70.5005348,4460.111371
53,5895,2012,7,268,ZARAGOZA,29614,24.22232084,10.62434229,1574.695852
42,5895,2012,8,269,ZARAGOZA,29614,24.75844881,5.772469811,2984.552894
38,5895,2012,9,270,ZARAGOZA,29614,25.35220356,24.82933607,NA
45,5895,2012,10,271,ZARAGOZA,29614,24.99554918,30.79049669,5015.697831
39,5895,2012,11,272,ZARAGOZA,29614,25.63164534,16.72737461,2842.308834
39,5895,2012,12,273,ZARAGOZA,29614,24.66938079,43.63318839,3350.690603
38,5895,2012,13,274,ZARAGOZA,29614,25.40996226,27.24453489,1112.782324
29,5895,2012,14,275,ZARAGOZA,29614,24.82705968,62.79273215,5805.837547
34,5895,2012,15,276,ZARAGOZA,29614,23.91292372,38.72289639,4794.393586
42,5895,2012,16,277,ZARAGOZA,29614,24.16673972,38.76740563,NA
68,5895,2012,17,278,ZARAGOZA,29614,23.8977817,99.23107129,4030.551453
47,5895,2012,18,279,ZARAGOZA,29614,24.04483563,34.40137119,3812.020709
39,5895,2012,19,280,ZARAGOZA,29614,24.05570491,51.34307294,5770.878205
43,5895,2012,20,281,ZARAGOZA,29614,24.93593016,129.1814218,4139.952882
45,5895,2012,21,282,ZARAGOZA,29614,24.10239369,158.0498817,2818.211397
48,5895,2012,22,283,ZARAGOZA,29614,25.31605632,24.03596845,3835.759597
39,5895,2012,23,284,ZARAGOZA,29614,25.52761329,41.66005558,4153.531158
51,5895,2012,24,285,ZARAGOZA,29614,24.64906972,50.59887816,4411.72954
50,5895,2012,25,286,ZARAGOZA,29614,24.69806727,19.71899358,NA
52,5895,2012,26,287,ZARAGOZA,29614,24.08211424,28.22175863,5283.307288
56,5895,2012,27,288,ZARAGOZA,29614,24.07310686,52.70217654,2910.171942
33,5895,2012,28,289,ZARAGOZA,29614,24.76137324,55.29288464,4252.775404
38,5895,2012,29,290,ZARAGOZA,29614,24.89748806,66.24563543,4413.601339
45,5895,2012,30,291,ZARAGOZA,29614,25.23682241,23.63274737,2490.363996
48,5895,2012,31,292,ZARAGOZA,29614,24.22797943,142.4886486,4538.855989
40,5895,2012,32,293,ZARAGOZA,29614,24.46513395,54.5435136,NA
